id,class_label,entities
6709,1,ORG ORDINAL CARDINAL CARDINAL
6710,1,DATE
6711,1,CARDINAL CARDINAL CARDINAL CARDINAL
6712,1,ORG
6713,1,PERSON
6714,1,PERSON PERSON PERSON PERCENT PERCENT PERCENT GPE
6715,1,CARDINAL
6716,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG PERCENT PERCENT
6717,1,DATE
6718,1,GPE
6719,1,ORG ORG ORG
6720,1,
6721,1,MONEY MONEY ORG ORG PERSON
6722,1,
6723,1,ORG ORG ORG ORG ORG ORG
6724,1,NORP GPE GPE
6725,1,
6726,1,
6727,1,
6728,1,
6729,1,ORG ORG
6730,1,ORG ORG ORG ORG
6731,1,ORG NORP ORG
6732,1,PERSON PERSON PERSON ORG DATE DATE
6733,1,
6734,1,
6735,0,PERSON PERSON
6736,1,DATE DATE PERSON DATE ORG ORG ORG
6737,1,CARDINAL CARDINAL DATE DATE DATE CARDINAL TIME TIME
6738,1,ORG ORG
6739,1,
6740,1,ORG DATE DATE DATE DATE DATE
6741,1,ORG
6742,1,
6743,1,GPE TIME TIME
6744,1,
6745,0,ORG ORG ORG DATE
6746,1,CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL
6747,1,DATE DATE DATE DATE PERSON
6748,1,ORG
6749,1,CARDINAL CARDINAL PERSON
6750,1,
6751,1,GPE DATE DATE LANGUAGE
6752,1,GPE
6753,1,ORG ORG CARDINAL
6754,1,PERSON PERSON DATE DATE DATE ORG
6755,1,CARDINAL CARDINAL
6756,1,NORP ORG ORG
6757,1,ORG ORG
6758,1,
6759,1,
6760,1,
6761,1,
6762,1,PERSON ORG ORG ORG
6763,1,
6764,1,ORG
6765,1,
6766,1,CARDINAL DATE
6767,1,
6768,1,DATE DATE DATE PERSON PERSON
6769,1,NORP ORG ORG ORG
6770,1,ORDINAL WORK_OF_ART WORK_OF_ART WORK_OF_ART DATE
6771,1,PERSON PERSON GPE
6772,1,
6773,1,CARDINAL DATE CARDINAL
6774,1,
6775,1,
6776,1,
6777,1,NORP
6778,1,ORG ORG ORG
6779,1,PERSON PERSON DATE DATE CARDINAL
6780,1,
6781,1,DATE DATE DATE DATE
6782,1,PERSON
6783,1,DATE
6784,1,TIME TIME TIME
6785,1,DATE DATE DATE DATE
6786,1,ORG ORG ORG PERCENT PERCENT
6787,1,
6788,0,
6789,1,ORDINAL
6790,1,DATE DATE DATE
6791,1,ORG ORG
6792,1,MONEY MONEY MONEY MONEY MONEY CARDINAL ORG ORG ORG CARDINAL ORG DATE CARDINAL
6793,1,
6794,1,
6795,1,CARDINAL WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG PERSON PERSON ORG
6796,1,DATE DATE ORG ORG ORG DATE
6797,1,ORG ORG ORG
6798,1,CARDINAL CARDINAL CARDINAL
6799,1,CARDINAL
6800,1,PERSON DATE DATE
6801,1,ORG
6802,1,ORG ORG ORG ORG
6803,1,NORP
6804,1,PERSON PERSON
6805,1,DATE DATE
6806,0,DATE PERSON PRODUCT NORP NORP NORP DATE DATE DATE
6807,1,QUANTITY QUANTITY ORG ORG
6808,1,DATE DATE
6809,1,ORG
6810,1,PERSON PERSON DATE
6811,1,PERCENT PERCENT ORG
6812,1,CARDINAL
6813,1,
6814,1,DATE DATE
6815,1,DATE DATE ORG ORG
6816,1,GPE
6817,1,PERSON DATE DATE DATE DATE
6818,1,DATE DATE DATE ORG CARDINAL PERSON PERSON PERSON PERSON
6819,1,PERSON
6820,1,PERSON PERSON
6821,1,ORG ORG ORG CARDINAL
6822,1,TIME TIME
6823,1,PERCENT PERCENT ORG
6824,1,DATE DATE
6825,1,GPE CARDINAL
6826,1,
6827,1,DATE DATE DATE
6828,1,GPE
6829,1,PERSON
6830,1,ORDINAL ORDINAL CARDINAL NORP
6831,1,CARDINAL CARDINAL
6832,1,LOC
6833,1,PRODUCT ORG ORG ORG ORG
6834,1,PERSON PERSON PERSON PERSON
6835,1,ORDINAL
6836,1,PERSON PERSON DATE ORDINAL DATE DATE DATE DATE DATE DATE DATE
6837,1,ORG
6838,1,ORG
6839,1,
6840,1,PERCENT PERCENT
6841,1,DATE DATE
6842,1,GPE
6843,1,ORG ORG DATE DATE
6844,1,ORG ORG ORG PERSON PERSON DATE DATE DATE
6845,1,ORG ORG
6846,1,CARDINAL
6847,1,GPE
6848,1,ORG
6849,1,DATE PERSON
6850,1,DATE DATE
6851,1,
6852,1,PERSON PERSON PERSON CARDINAL
6853,1,CARDINAL CARDINAL CARDINAL CARDINAL DATE CARDINAL
6854,1,
6855,1,ORG
6856,1,ORG ORG
6857,1,ORDINAL CARDINAL
6858,1,ORG ORG ORG
6859,1,DATE DATE DATE DATE ORG
6860,1,ORG
6861,1,
6862,1,DATE
6863,1,PERSON
6864,1,PERSON PERSON PERSON DATE DATE DATE DATE ORG
6865,1,CARDINAL
6866,1,CARDINAL ORG ORG ORG DATE ORG CARDINAL
6867,1,DATE CARDINAL ORG
6868,1,
6869,1,PERSON
6870,1,DATE DATE DATE DATE DATE ORG
6871,1,ORDINAL
6872,1,ORG ORG
6873,1,
6874,1,ORG
6875,1,PERSON ORG ORG ORG ORG
6876,1,PERSON PERSON CARDINAL CARDINAL
6877,1,
6878,1,PERSON PERSON PERSON
6879,1,
6880,1,DATE DATE DATE DATE DATE
6881,1,PERSON DATE
6882,1,
6883,1,ORG
6884,1,PERSON ORG ORG ORG ORG
6885,1,ORG
6886,1,
6887,1,
6888,1,
6889,1,GPE GPE GPE DATE DATE ORG ORG ORG GPE GPE GPE ORG
6890,1,
6891,1,DATE ORG ORG PERSON
6892,1,DATE
6893,1,ORG ORG
6894,1,CARDINAL
6895,1,PERSON DATE DATE CARDINAL
6896,1,MONEY MONEY MONEY
6897,1,
6898,1,DATE DATE PERSON
6899,1,
6900,1,ORG GPE CARDINAL CARDINAL CARDINAL ORG ORG ORG ORG ORG ORG ORG
6901,0,CARDINAL GPE ORG DATE DATE DATE DATE GPE
6902,1,
6903,1,ORG
6904,1,ORG ORG
6905,0,QUANTITY QUANTITY CARDINAL CARDINAL
6906,1,PERSON
6907,1,ORG ORG
6908,1,
6909,1,CARDINAL
6910,1,ORG ORG TIME TIME CARDINAL DATE
6911,1,
6912,1,DATE
6913,1,GPE
6914,1,PERCENT PERCENT NORP
6915,1,ORG
6916,0,NORP ORG CARDINAL NORP
6917,1,DATE DATE ORDINAL
6918,1,ORG
6919,1,ORDINAL GPE DATE
6920,1,GPE DATE DATE PERSON
6921,1,CARDINAL
6922,1,PERSON PERSON
6923,1,ORG GPE
6924,1,ORG MONEY CARDINAL GPE ORG MONEY GPE GPE
6925,0,CARDINAL DATE DATE ORG
6926,1,
6927,1,
6928,1,ORG ORG ORG
6929,1,ORG CARDINAL PERSON PERSON PERSON PERSON
6930,1,ORG DATE CARDINAL
6931,1,
6932,1,PERSON PERSON
6933,1,
6934,1,PERSON PERSON
6935,1,GPE GPE ORG ORG
6936,1,PERSON CARDINAL
6937,1,QUANTITY QUANTITY QUANTITY CARDINAL PERSON CARDINAL PERSON PERSON
6938,1,NORP DATE
6939,1,DATE
6940,1,PERSON GPE GPE GPE PERSON ORDINAL
6941,1,
6942,1,
6943,1,PERSON
6944,1,ORG ORG
6945,1,CARDINAL
6946,1,PERCENT PERCENT DATE DATE
6947,1,PERSON PERSON
6948,1,
6949,1,DATE DATE DATE
6950,1,GPE DATE DATE DATE DATE
6951,1,GPE ORG TIME TIME CARDINAL CARDINAL
6952,1,PERSON PERSON GPE GPE
6953,1,DATE DATE
6954,1,DATE DATE DATE DATE DATE
6955,1,PERSON
6956,1,PERSON TIME TIME TIME ORG ORG ORG
6957,1,ORG DATE DATE
6958,1,ORG
6959,1,
6960,1,ORG NORP
6961,1,ORDINAL TIME TIME ORG MONEY
6962,1,GPE
6963,1,CARDINAL
6964,1,CARDINAL CARDINAL
6965,1,DATE DATE DATE CARDINAL ORG ORG
6966,1,
6967,1,
6968,1,ORDINAL
6969,1,PERSON
6970,1,DATE DATE DATE DATE DATE TIME TIME TIME TIME TIME TIME DATE CARDINAL
6971,1,ORG PERSON PERSON CARDINAL ORG
6972,1,
6973,1,
6974,1,
6975,1,GPE NORP DATE NORP NORP ORG ORG ORG PERSON
6976,1,DATE DATE
6977,1,ORG ORG CARDINAL LOC
6978,1,GPE GPE
6979,1,CARDINAL ORG
6980,1,DATE DATE CARDINAL CARDINAL
6981,1,DATE DATE DATE DATE DATE GPE GPE GPE MONEY DATE DATE MONEY
6982,1,ORG MONEY GPE GPE MONEY GPE MONEY MONEY MONEY GPE GPE MONEY GPE GPE
6983,1,ORG PRODUCT PERCENT PERCENT MONEY MONEY MONEY GPE GPE MONEY
6984,1,GPE GPE MONEY ORG
6985,1,PERSON ORG ORG ORG ORG NORP MONEY DATE DATE DATE DATE DATE DATE DATE PERSON PERSON
6986,1,CARDINAL FAC FAC ORG ORG ORG ORG NORP MONEY DATE DATE DATE DATE DATE DATE
6987,1,ORG GPE GPE GPE QUANTITY QUANTITY
6988,1,MONEY MONEY MONEY DATE DATE DATE DATE DATE MONEY MONEY MONEY MONEY GPE GPE GPE MONEY MONEY MONEY MONEY MONEY MONEY DATE DATE DATE DATE DATE ORG MONEY MONEY MONEY MONEY
6989,1,MONEY MONEY MONEY PERSON ORG ORG ORG ORG GPE MONEY MONEY MONEY GPE MONEY
6990,1,GPE GPE MONEY MONEY MONEY
6991,1,MONEY DATE DATE DATE DATE DATE DATE GPE GPE GPE GPE PERSON
6992,1,MONEY MONEY MONEY GPE GPE GPE MONEY MONEY
6993,0,PERSON PERSON PERSON PERSON PERSON PERSON NORP CARDINAL GPE GPE GPE GPE NORP MONEY
6994,1,DATE DATE DATE MONEY MONEY MONEY DATE MONEY MONEY MONEY MONEY DATE DATE DATE DATE ORG ORG ORG PERSON PERSON PERSON PERSON
6995,1,DATE DATE GPE GPE MONEY MONEY GPE GPE PERCENT PERCENT PERCENT CARDINAL GPE GPE
6996,1,ORG ORG ORG GPE MONEY DATE MONEY MONEY MONEY MONEY DATE DATE ORG
6997,1,PERSON PERSON NORP GPE GPE GPE MONEY GPE MONEY
6998,1,CARDINAL QUANTITY QUANTITY QUANTITY GPE GPE DATE DATE
6999,1,GPE GPE MONEY DATE DATE DATE MONEY PERSON PERSON PERSON ORG ORG
7000,1,DATE DATE DATE DATE DATE
7001,1,PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
7002,1,PERSON ORG ORG ORG
7003,1,
7004,1,MONEY MONEY MONEY MONEY MONEY MONEY PERSON
7005,1,
7006,1,CARDINAL
7007,1,PERSON PERSON ORG
7008,1,
7009,1,ORG ORG ORG ORG ORG ORG ORG
7010,1,DATE DATE NORP DATE DATE DATE DATE DATE DATE DATE DATE
7011,1,ORG DATE DATE DATE ORG ORG ORG ORG ORG ORG PERSON PERSON ORG DATE DATE
7012,1,GPE NORP NORP ORG ORG ORG CARDINAL NORP ORG ORG ORG ORG ORG CARDINAL PERSON DATE DATE
7013,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG CARDINAL PERSON
7014,1,
7015,1,NORP ORG ORG NORP ORG ORG ORG ORG ORG ORG
7016,1,GPE CARDINAL CARDINAL ORG PERSON PERSON
7017,1,ORG ORG ORG ORG ORG ORG ORG
7018,1,
7019,1,NORP ORG CARDINAL CARDINAL
7020,1,DATE
7021,1,CARDINAL CARDINAL CARDINAL PERSON PERSON PERSON CARDINAL MONEY
7022,1,ORG PERSON PERSON NORP ORG PERSON PERSON GPE
7023,1,ORG ORG ORG ORG ORG
7024,1,
7025,1,PERSON PERSON PERSON PERSON CARDINAL PERSON PERSON PERSON DATE DATE DATE DATE CARDINAL
7026,1,PERSON PERSON
7027,1,ORG ORG ORG
7028,1,ORG CARDINAL CARDINAL DATE
7029,1,ORG ORG ORG ORG PERSON PERSON ORG ORG ORG PRODUCT ORG
7030,1,ORG ORG GPE
7031,1,
7032,1,
7033,0,DATE DATE
7034,1,ORG
7035,1,PERSON PERSON PERSON ORG ORG ORG GPE
7036,1,ORG NORP PERSON
7037,1,
7038,1,ORG
7039,1,
7040,1,ORG
7041,1,CARDINAL PERSON DATE NORP ORG ORG PERSON PERSON PERSON
7042,1,ORG ORG ORG PERSON PERSON
7043,1,ORG PERSON DATE DATE ORG PERSON PERSON
7044,1,CARDINAL PERSON PERSON PERSON DATE DATE DATE DATE DATE GPE DATE DATE PERCENT PERCENT PERCENT
7045,1,CARDINAL NORP PERSON PERSON
7046,1,DATE DATE DATE DATE
7047,1,CARDINAL PERSON PERSON
7048,0,DATE DATE
7049,1,
7050,1,
7051,1,
7052,1,PERSON
7053,1,
7054,1,
7055,1,CARDINAL
7056,1,ORG
7057,1,ORG CARDINAL CARDINAL CARDINAL ORDINAL
7058,1,ORG
7059,1,PERSON
7060,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON PERSON GPE ORG
7061,1,NORP
7062,1,ORG ORG PERSON PERSON NORP ORG ORG ORG GPE
7063,1,PERSON PERSON
7064,1,ORG
7065,1,PERSON PERSON PERSON
7066,1,PERSON CARDINAL
7067,1,DATE DATE DATE DATE ORG ORG ORG PERSON PERSON PERSON PERSON CARDINAL CARDINAL
7068,1,PERSON ORG ORG
7069,1,PERSON
7070,1,PERSON PERSON PERSON
7071,1,
7072,1,ORG ORG
7073,1,ORG ORG ORG ORG ORG PERSON
7074,1,
7075,1,ORG
7076,1,PERSON DATE DATE DATE TIME
7077,1,
7078,1,PERSON PERSON PERSON ORG ORG NORP PERSON PERSON GPE PERSON PERSON ORG
7079,1,PERSON DATE DATE DATE DATE
7080,0,CARDINAL ORG ORG ORG PRODUCT PRODUCT PERSON PERSON
7081,1,ORG ORG
7082,1,ORG ORG ORG PERSON
7083,1,PERSON PERSON PERSON ORG PERSON PERSON PERSON CARDINAL ORG ORG ORG ORG CARDINAL
7084,1,ORG ORG ORG ORG ORG ORG ORG ORG
7085,1,ORG PERSON DATE DATE ORG PERSON PERSON
7086,0,ORG ORG ORG DATE ORG ORG ORG ORG ORG ORG
7087,1,ORG CARDINAL PERSON
7088,1,
7089,1,ORG GPE GPE
7090,1,PERSON PERSON
7091,1,ORG ORG ORG PERSON PERSON PERSON PERSON
7092,1,
7093,1,ORDINAL CARDINAL PERSON PERSON PERSON
7094,1,
7095,1,GPE PERSON PERSON PERSON DATE DATE
7096,1,
7097,1,
7098,1,ORG PERSON ORG DATE DATE DATE DATE PERSON
7099,1,
7100,1,PERSON PERSON PERSON
7101,1,PERSON PERSON
7102,1,
7103,1,ORG ORG ORG
7104,1,PERSON ORG
7105,1,PERSON
7106,1,ORG ORG ORG
7107,1,CARDINAL PERSON PERSON
7108,1,CARDINAL PERSON PERSON
7109,1,PERSON ORG ORG ORG ORG
7110,1,
7111,1,ORG ORG
7112,1,ORG
7113,1,CARDINAL ORG ORG ORG PERSON PERSON
7114,1,ORG
7115,1,PERSON ORG PERSON ORG DATE
7116,1,ORG ORG PERSON CARDINAL
7117,1,ORG ORG ORG ORG
7118,1,
7119,1,DATE DATE
7120,0,ORG PERSON PERSON CARDINAL CARDINAL NORP CARDINAL CARDINAL CARDINAL
7121,1,CARDINAL CARDINAL
7122,1,PERSON PERSON GPE DATE DATE DATE DATE DATE DATE
7123,0,DATE DATE DATE DATE DATE DATE DATE
7124,1,ORG ORG ORG
7125,1,
7126,1,ORG CARDINAL CARDINAL CARDINAL
7127,1,
7128,1,PERSON PERSON
7129,1,
7130,1,ORG
7131,1,
7132,1,WORK_OF_ART WORK_OF_ART PERSON PERSON PERSON PERSON PERSON ORG ORG ORG ORG PERSON PERSON
7133,1,ORG ORG
7134,1,ORG PERSON ORG
7135,1,PERSON CARDINAL ORDINAL ORG PERSON
7136,1,PERSON PERSON PERSON DATE DATE DATE ORG PERSON PERSON
7137,1,DATE DATE DATE DATE
7138,1,PERSON DATE DATE
7139,1,
7140,1,
7141,1,PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG ORG
7142,1,ORG PERSON DATE DATE
7143,1,DATE DATE
7144,1,CARDINAL CARDINAL
7145,1,GPE
7146,1,
7147,1,
7148,1,ORG PERSON
7149,1,
7150,1,GPE GPE GPE GPE PERSON PERSON NORP DATE DATE
7151,1,DATE DATE PERSON GPE
7152,1,PERSON CARDINAL
7153,1,ORG
7154,1,ORG PERSON PERSON
7155,1,NORP
7156,1,PERSON
7157,1,
7158,1,ORG ORG PERSON PERSON DATE PERSON
7159,1,PERSON ORG ORG
7160,1,
7161,1,
7162,1,PERSON PERSON PERSON CARDINAL
7163,1,PRODUCT
7164,1,PERSON PERSON NORP
7165,1,ORG ORG ORG ORG
7166,1,
7167,1,ORDINAL
7168,1,ORG ORG ORG
7169,1,
7170,1,ORG PERSON ORG ORG
7171,1,GPE GPE ORDINAL
7172,1,ORG DATE DATE DATE DATE DATE DATE MONEY MONEY MONEY ORG
7173,1,ORG ORG ORG DATE DATE CARDINAL
7174,1,PERSON PERSON WORK_OF_ART ORG
7175,1,
7176,1,PERSON PERSON PERSON PERSON CARDINAL ORG ORG ORG PERSON PERSON DATE DATE CARDINAL
7177,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG CARDINAL PERSON
7178,1,
7179,1,PERSON PERSON GPE GPE
7180,1,
7181,1,PERSON PERSON
7182,1,PERSON PERSON DATE ORG ORG ORG PERSON PERSON PERSON PERSON PERSON
7183,1,PERSON PERSON ORG CARDINAL ORG
7184,1,PERSON
7185,1,NORP ORG
7186,1,
7187,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
7188,1,
7189,1,GPE
7190,1,ORG PERSON PERSON CARDINAL CARDINAL
7191,0,
7192,1,WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART CARDINAL CARDINAL
7193,1,DATE DATE DATE GPE GPE GPE
7194,1,PERSON PERSON PERSON ORG ORG ORG GPE
7195,1,NORP PERSON PERSON PERSON DATE CARDINAL
7196,1,ORG ORG ORG PERSON ORG ORG CARDINAL
7197,1,CARDINAL CARDINAL ORG ORG ORG ORG CARDINAL ORG PERSON PERSON PERSON PERSON PERSON CARDINAL
7198,1,GPE DATE DATE DATE ORG ORG ORG ORG ORG ORG ORG PERSON PERSON ORG PERSON PERSON
7199,1,PERSON
7200,1,
7201,1,PERSON
7202,1,PERSON
7203,1,ORG ORG ORG ORG ORG ORG ORG
7204,1,PERSON PERSON MONEY MONEY MONEY PERSON
7205,1,DATE
7206,1,PERSON PERSON DATE DATE ORG CARDINAL WORK_OF_ART
7207,1,ORG PERSON PERSON ORG
7208,1,PERSON ORG
7209,1,PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG ORG PERSON PERSON PERSON CARDINAL
7210,1,
7211,1,ORG ORG
7212,1,CARDINAL PERSON PERSON PERSON
7213,1,CARDINAL ORG ORG ORG PERSON PERSON
7214,1,PERSON PERSON PERSON DATE DATE DATE ORG ORG
7215,1,PERSON PERSON PERSON
7216,1,
7217,1,PERSON PERSON CARDINAL
7218,1,PERSON ORG GPE
7219,0,GPE
7220,1,ORG ORG ORG PERSON
7221,1,ORG CARDINAL CARDINAL CARDINAL
7222,1,ORG ORG ORG
7223,1,
7224,1,MONEY
7225,1,ORG ORG ORG ORG DATE DATE DATE DATE
7226,1,ORG GPE DATE DATE ORG ORG
7227,1,CARDINAL
7228,1,
7229,1,
7230,1,
7231,1,ORG ORG ORG
7232,1,CARDINAL CARDINAL PERSON
7233,1,ORG CARDINAL ORG ORG
7234,1,WORK_OF_ART WORK_OF_ART
7235,1,ORG ORG ORG ORG ORG ORG ORG ORG
7236,1,PERSON DATE DATE DATE DATE DATE PERSON PERSON PERSON PERSON PERSON GPE DATE DATE DATE DATE DATE PERSON ORG
7237,1,CARDINAL PERSON PERSON DATE DATE
7238,1,ORG ORG ORG ORG ORG ORG DATE
7239,1,ORG ORG ORG ORG ORG PERSON PERSON ORG ORG ORG GPE
7240,1,GPE PERSON PERSON PERSON PERSON NORP
7241,1,DATE
7242,1,DATE DATE DATE
7243,1,ORG ORG ORG ORG ORG ORG
7244,1,ORG
7245,1,CARDINAL PERSON PERSON PERSON DATE DATE DATE DATE DATE GPE DATE DATE PERCENT PERCENT PERCENT
7246,1,ORG ORG ORG GPE
7247,1,PERSON PERSON PERSON PERSON ORG ORG GPE ORG
7248,1,PERSON
7249,1,ORG
7250,1,
7251,1,ORG
7252,1,PERSON PERSON
7253,1,PERSON PERSON GPE PERSON PERSON
7254,1,DATE DATE ORG ORG
7255,1,ORG ORG
7256,1,ORG ORG ORG
7257,1,CARDINAL PERSON ORG
7258,1,
7259,1,
7260,1,PERSON PERSON PERSON CARDINAL DATE DATE DATE ORG ORG ORG ORG ORG
7261,1,ORG ORG ORG CARDINAL ORG ORG ORG CARDINAL CARDINAL
7262,1,ORG ORG PERSON
7263,1,GPE ORG ORG ORG ORG ORG ORG ORG
7264,1,ORG GPE
7265,1,ORG ORG ORG
7266,0,NORP PERSON PERSON PERSON DATE CARDINAL
7267,1,ORG
7268,1,PERSON EVENT EVENT EVENT
7269,1,PERSON PERSON DATE PERSON PERSON MONEY MONEY MONEY
7270,1,PERSON PERSON ORG GPE ORG ORG ORG ORG
7271,1,
7272,1,CARDINAL
7273,1,ORG
7274,1,PERSON PERSON PERSON CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL PERSON CARDINAL CARDINAL CARDINAL
7275,1,PERSON
7276,1,
7277,1,CARDINAL
7278,1,PERSON PERSON
7279,1,PERSON DATE DATE
7280,1,
7281,1,PERSON PERSON PERSON PERSON PERSON ORG
7282,1,
7283,1,ORG PERSON MONEY MONEY MONEY
7284,1,ORG ORG
7285,1,
7286,1,
7287,1,CARDINAL CARDINAL ORG ORG GPE PERSON GPE ORG PRODUCT DATE DATE
7288,1,PERSON PERSON ORG ORG PERSON
7289,1,PERSON PERSON
7290,1,ORG
7291,1,ORG ORG ORG ORG PERSON PERSON
7292,1,PERSON PERSON PERSON PERSON CARDINAL ORG ORG PERSON PERSON PERSON PERSON PERSON ORG ORG ORG CARDINAL ORG
7293,1,PERSON PERSON WORK_OF_ART WORK_OF_ART
7294,1,
7295,1,
7296,1,WORK_OF_ART LOC
7297,1,
7298,0,PERSON PERSON
7299,1,PERSON
7300,1,ORG ORG CARDINAL
7301,1,
7302,1,PERSON PERSON PERSON ORG ORG ORG ORG GPE NORP PERSON
7303,1,PERSON PERSON ORG CARDINAL ORG ORG ORG GPE GPE NORP
7304,1,DATE DATE DATE ORG PERCENT PERCENT PERCENT PERCENT ORG PERCENT PERCENT CARDINAL PERCENT PERCENT PERSON
7305,1,ORG PERSON ORG GPE
7306,1,PERSON
7307,1,ORG PERSON PERSON ORG MONEY MONEY MONEY MONEY MONEY
7308,1,CARDINAL
7309,1,DATE DATE ORG ORG ORG ORG ORG ORG
7310,1,NORP CARDINAL
7311,1,PERSON
7312,1,ORG ORG ORG ORG
7313,1,DATE NORP ORG ORG
7314,1,ORG
7315,1,PERSON PERSON PERSON ORG
7316,1,NORP PERSON PERSON PERSON
7317,1,ORG ORG ORG ORG ORG ORG ORG
7318,1,DATE ORG ORG ORG ORG
7319,1,CARDINAL PERSON PERSON PERSON DATE DATE DATE DATE DATE GPE DATE DATE PERCENT PERCENT PERCENT
7320,1,
7321,1,DATE DATE DATE DATE DATE DATE DATE
7322,1,
7323,1,PERSON PERSON CARDINAL
7324,1,ORG
7325,1,PERSON
7326,1,PERSON PERSON PERSON PERSON
7327,1,CARDINAL DATE DATE DATE DATE
7328,1,CARDINAL PERSON PERSON PERSON DATE DATE DATE DATE DATE GPE DATE DATE PERCENT PERCENT PERCENT
7329,1,CARDINAL
7330,1,ORG ORG ORG ORG ORG ORG ORG ORG PERSON CARDINAL
7331,1,PERCENT PERCENT PERCENT PERCENT ORG ORG
7332,1,ORG ORG ORG PRODUCT
7333,1,ORG ORG GPE
7334,1,ORG
7335,1,ORG ORG ORG ORG ORG ORG
7336,1,ORG PERSON PERSON
7337,1,ORG ORG ORG ORG ORG ORG ORG
7338,1,PERSON ORG
7339,1,CARDINAL GPE ORG ORG ORG ORG ORG ORG
7340,1,PRODUCT PERSON
7341,1,
7342,1,
7343,1,CARDINAL CARDINAL PERSON ORG ORG ORG ORG ORG ORG ORG DATE PERSON
7344,1,
7345,1,PERSON DATE DATE DATE DATE
7346,1,GPE ORG ORG
7347,1,ORG ORG ORG GPE DATE DATE DATE ORG ORG ORG DATE DATE ORG DATE PERSON MONEY MONEY MONEY
7348,1,DATE DATE GPE GPE
7349,1,PERSON PERSON
7350,1,PERSON CARDINAL
7351,1,NORP NORP
7352,1,ORG
7353,1,ORG PERSON PERSON ORG
7354,1,DATE DATE DATE DATE DATE ORG
7355,1,ORG GPE ORG CARDINAL DATE MONEY
7356,1,CARDINAL DATE DATE GPE
7357,1,PERSON
7358,1,ORG DATE DATE DATE CARDINAL ORG
7359,1,
7360,1,PERSON PERSON
7361,1,
7362,1,GPE
7363,1,
7364,1,ORG ORG PERSON PERSON
7365,1,DATE DATE DATE ORG PERCENT PERCENT PERCENT PERCENT ORG PERCENT PERCENT CARDINAL PERCENT PERCENT PERSON
7366,1,PERSON NORP ORG
7367,1,
7368,0,PERSON
7369,1,PERSON PERSON ORG
7370,1,ORG DATE ORG PERSON PERSON
7371,1,ORG ORG
7372,1,NORP ORG PERSON
7373,1,ORG ORG ORG ORG ORG ORG ORG ORG
7374,1,CARDINAL ORG
7375,1,GPE GPE GPE GPE GPE
7376,1,DATE
7377,1,
7378,1,ORG
7379,1,CARDINAL NORP CARDINAL CARDINAL CARDINAL CARDINAL
7380,1,PERSON
7381,1,ORG ORG DATE DATE PERSON
7382,1,PRODUCT PRODUCT PERSON PERSON
7383,1,PRODUCT PERSON
7384,1,PERSON PERSON
7385,1,
7386,1,
7387,1,PERSON
7388,1,DATE DATE DATE
7389,1,CARDINAL CARDINAL
7390,1,PERSON TIME TIME ORG CARDINAL
7391,1,PERSON PERSON PERSON ORG DATE DATE DATE ORG CARDINAL ORG
7392,1,GPE
7393,1,DATE DATE DATE PERSON PERSON
7394,0,
7395,1,CARDINAL PRODUCT
7396,1,GPE ORG ORG PERSON
7397,1,PERSON ORDINAL
7398,1,PERSON
7399,1,
7400,1,
7401,1,NORP
7402,1,PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT
7403,1,GPE
7404,1,PERSON PERSON PERSON ORG
7405,1,
7406,1,
7407,1,DATE DATE
7408,1,ORG ORG PERSON GPE ORG ORG ORG ORG PERSON PERSON
7409,1,PERSON PERSON
7410,1,CARDINAL ORG ORG PERSON
7411,1,PERSON PERSON PERSON ORG ORG DATE
7412,1,ORG CARDINAL
7413,1,ORG ORG ORG
7414,1,PERSON ORG ORG
7415,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
7416,1,
7417,1,ORG CARDINAL DATE PERSON
7418,1,DATE DATE DATE ORDINAL PERSON PRODUCT
7419,1,PERSON CARDINAL ORG PERSON PERSON PERSON PERSON ORG PERSON PERSON CARDINAL
7420,0,PERSON ORG PERSON ORG DATE DATE
7421,1,
7422,1,ORG NORP PERSON ORG DATE DATE PERCENT PERCENT
7423,1,PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE ORG ORG ORG MONEY MONEY MONEY
7424,1,ORG ORG ORG ORG ORG ORG GPE ORG ORG ORG ORG ORG ORG ORG CARDINAL
7425,1,ORG ORG ORG ORG PERSON
7426,0,DATE ORG
7427,1,TIME TIME CARDINAL ORG CARDINAL ORG
7428,1,PERSON PERSON PERSON PERSON PERSON PERSON
7429,1,
